,year,date,title,author,bibcode,pub,cite_count
0,2024,2024-10-01 00:00:00+00:00,Resolving the pulsation contents of 13 δ Scuti stars with TESS and K2,"Zhou, A",2024NewA..11102235Z,New Astronomy,0
1,2024,2024-08-01 00:00:00+00:00,TOI-2374 b and TOI-3071 b: two metal-rich sub-Saturns well within the Neptunian desert,"Hacker, A",2024MNRAS.532.1612H,Monthly Notices of the Royal Astronomical Society,0
2,2024,2024-08-01 00:00:00+00:00,TESS Giants Transiting Giants. VI. Newly Discovered Hot Jupiters Provide Evidence for Efficient Obliquity Damping after the Main Sequence,"Saunders, N",2024AJ....168...81S,The Astronomical Journal,0
3,2024,2024-08-01 00:00:00+00:00,"Early Results from the HUMDRUM Survey: A Small, Earth-mass Planet Orbits TOI-1450A","Brady, M",2024AJ....168...67B,The Astronomical Journal,0
4,2024,2024-08-01 00:00:00+00:00,TOpI-2447 b / NGTS-29 b: a 69-day Saturn around a Solar analogue,"Gill, S",2024MNRAS.532.1444G,Monthly Notices of the Royal Astronomical Society,0
5,2024,2024-08-01 00:00:00+00:00,Exoplanet Aeronomy: A Case Study of WASP-69 b's Variable Thermosphere,"Levine, W",2024AJ....168...65L,The Astronomical Journal,0
6,2024,2024-08-01 00:00:00+00:00,Evolution of Flare Activity in GKM Stars Younger Than 300 Myr over Five Years of TESS Observations,"Feinstein, A",2024AJ....168...60F,The Astronomical Journal,0
7,2024,2024-08-01 00:00:00+00:00,Singular Spectrum Analysis of Exoplanetary Transits,"Fatheddin, H",2024AJ....168...71F,The Astronomical Journal,0
8,2024,2024-07-01 00:00:00+00:00,The GAPS programme at TNG. LVII. TOI-5076b: A warm sub-Neptune planet orbiting a thin-to-thick-disk transition star in a wide binary system,"Montalto, M",2024A&A...687A.226M,Astronomy and Astrophysics,0
9,2024,2024-07-01 00:00:00+00:00,TOI-4336 A b: A temperate sub-Neptune ripe for atmospheric characterization in a nearby triple M-dwarf system,"Timmermans, M",2024A&A...687A..48T,Astronomy and Astrophysics,0
10,2024,2024-07-01 00:00:00+00:00,Using Asteroseismology to Calibrate the Physical Parameters of Confirmed Exoplanets and Their Evolved Host Stars,"Lin, W",2024AJ....168...27L,The Astronomical Journal,0
11,2024,2024-07-01 00:00:00+00:00,A study of two young multipolar planetary nebulae: Hen 2-73 and Hen 2-96,"Wen, S",2024A&A...687A..99W,Astronomy and Astrophysics,0
12,2024,2024-07-01 00:00:00+00:00,Fundamental effective temperature measurements for eclipsing binary stars - V. The circumbinary planet system EBLM J0608-59,"Maxted, P",2024MNRAS.531.4577M,Monthly Notices of the Royal Astronomical Society,0
13,2024,2024-07-01 00:00:00+00:00,The corona of a fully convective star with a near-polar flare,"Ilin, E",2024A&A...687A.138I,Astronomy and Astrophysics,0
14,2024,2024-07-01 00:00:00+00:00,"Pulsations of Three Rapidly Oscillating Ap Stars TIC 96315731, TIC 72392575, and TIC 318007796","Zhong, H",2024arXiv240716453Z,arXiv e-prints,0
15,2024,2024-07-01 00:00:00+00:00,Photometric White Dwarf Rotation,"Oliveira da Rosa, G",2024arXiv240705214O,arXiv e-prints,0
16,2024,2024-07-01 00:00:00+00:00,TESS Giants Transiting Giants. IV. A Low-density Hot Neptune Orbiting a Red Giant Star,"Grunblatt, S",2024AJ....168....1G,The Astronomical Journal,3
17,2024,2024-07-01 00:00:00+00:00,"Realistic Uncertainties for Fundamental Properties of Asteroseismic Red Giants and the Interplay Between Mixing Length, Metallicity and $\nu_{\rm max}$","Li, Y",2024arXiv240709967L,arXiv e-prints,1
18,2024,2024-07-01 00:00:00+00:00,"Confirmation and Characterization of the Eccentric, Warm Jupiter TIC 393818343 b with a Network of Citizen Scientists","Sgro, L",2024AJ....168...26S,The Astronomical Journal,0
19,2024,2024-07-01 00:00:00+00:00,A Sample of Compact Object Candidates in Single-lined Spectroscopic Binaries from LAMOST Medium-resolution Survey,"Liu, H",2024ApJ...969..114L,The Astrophysical Journal,0
20,2024,2024-07-01 00:00:00+00:00,Two-dimensional simulations of disks in close binaries: Simulating outburst cycles in cataclysmic variables,"Jordan, L",2024arXiv240716610J,arXiv e-prints,0
21,2024,2024-07-01 00:00:00+00:00,TESS observations of non-Be fast rotators,"Naze, Y",2024arXiv240708305N,arXiv e-prints,0
22,2024,2024-07-01 00:00:00+00:00,The phase curve of the ultra-hot Jupiter WASP-167b as seen by TESS,"Kalman, S",2024A&A...687A.144K,Astronomy and Astrophysics,0
23,2024,2024-07-01 00:00:00+00:00,The TROY project III. Exploring co-orbitals around low-mass stars,"Balsalobre-Ruza, O",2024arXiv240704677B,arXiv e-prints,0
24,2024,2024-07-01 00:00:00+00:00,Atmospheric Waves Driving Variability and Cloud Modulation on a Planetary-mass Object,"Plummer, M",2024ApJ...970...62P,The Astrophysical Journal,2
25,2024,2024-07-01 00:00:00+00:00,Signature of High-amplitude Pulsations in Seven δ Sct Stars via TESS Observations,"Vasigh, F",2024ApJ...969...19V,The Astrophysical Journal,0
26,2024,2024-07-01 00:00:00+00:00,HIP 65426 is a High-frequency Delta Scuti Pulsator in Plausible Spin–Orbit Alignment with its Directly Imaged Exoplanet,"Sepulveda, A",2024AJ....168...13S,The Astronomical Journal,0
27,2024,2024-07-01 00:00:00+00:00,Absolute dimensions of solar-type eclipsing binaries. NY Hya: A test for magnetic stellar evolution models,"Hinse, T",2024A&A...687A.116H,Astronomy and Astrophysics,0
28,2024,2024-07-01 00:00:00+00:00,The first catalogue of candidate white dwarf-main sequence binaries in open star clusters: A new window into common envelope evolution,"Grondin, S",2024arXiv240704775G,arXiv e-prints,0
29,2024,2024-07-01 00:00:00+00:00,TESS Investigation -- Demographics of Young Exoplanets (TI-DYE) II: a second giant planet in the 17-Myr system HIP 67522,"Barber, M",2024arXiv240704763B,arXiv e-prints,0
30,2024,2024-07-01 00:00:00+00:00,An infrared census of R Coronae Borealis Stars II -- Spectroscopic classifications and implications for the rate of low-mass white dwarf mergers,"Karambelkar, V",2024arXiv240708653K,arXiv e-prints,0
31,2024,2024-07-01 00:00:00+00:00,Migration and Evolution of giant ExoPlanets (MEEP). I. Nine Newly Confirmed Hot Jupiters from the TESS Mission,"Schulte, J",2024AJ....168...32S,The Astronomical Journal,0
32,2024,2024-07-01 00:00:00+00:00,Stellar Models are Reliable at Low Metallicity: An Asteroseismic Age for the Ancient Very Metal-Poor Star KIC 8144907,"Huber, D",2024arXiv240717566H,arXiv e-prints,0
33,2024,2024-07-01 00:00:00+00:00,The white-light superflares from cool stars in GWAC triggers,"Li, G",2024arXiv240708183L,arXiv e-prints,0
34,2024,2024-07-01 00:00:00+00:00,"The SHERLOCK pipeline: new exoplanet candidates in the WASP-16, HAT-P-27, HAT-P-26, and TOI-2411 systems","Devora-Pajares, M",2024arXiv240714602D,arXiv e-prints,0
35,2024,2024-07-01 00:00:00+00:00,The GAPS Programme at TNG. LVI. Characterisation of the low-density gas giant HAT-P-67 b with GIARPS,"Sicilia, D",2024A&A...687A.143S,Astronomy and Astrophysics,0
36,2024,2024-07-01 00:00:00+00:00,Eight new 2+2 doubly eclipsing quadruple systems detected,"Zasche, P",2024A&A...687A...6Z,Astronomy and Astrophysics,0
37,2024,2024-06-01 00:00:00+00:00,Statistical analysis of asteroseismic indices and stellar parameters of TESS-observed δ Scuti stars,"Lv, C",2024A&A...686A.174L,Astronomy and Astrophysics,0
38,2024,2024-06-01 00:00:00+00:00,Validation of a Third Planet in the LHS 1678 System,"Silverstein, M",2024AJ....167..255S,The Astronomical Journal,0
39,2024,2024-06-01 00:00:00+00:00,HATS-38 b and WASP-139 b join a growing group of eccentric hot Neptunes on polar orbits,"Espinoza-Retamal, J",2024arXiv240618631E,arXiv e-prints,0
40,2024,2024-06-01 00:00:00+00:00,V0405 Dra: A New Deep and Low Mass Ratio Contact Binary with Extremely Fast Decrease in the Orbital Period,"Li, C",2024RAA....24f5023L,Research in Astronomy and Astrophysics,0
41,2024,2024-06-01 00:00:00+00:00,Hot subdwarfs in close binaries observed from space. III. Reflection effect asymmetry induced by relativistic beaming,"Barlow, B",2024A&A...686A.126B,Astronomy and Astrophysics,0
42,2024,2024-06-01 00:00:00+00:00,SDSS1335+0728: The awakening of a $\sim 10^6 M_{\odot}$ black hole,"Sanchez-Saez, P",2024arXiv240611983S,arXiv e-prints,0
43,2024,2024-06-01 00:00:00+00:00,Discovery of a new IW And-type dwarf nova with both tilted disc and tidal instability,"Sun, Y",2024MNRAS.531..422S,Monthly Notices of the Royal Astronomical Society,0
44,2024,2024-06-01 00:00:00+00:00,The $\beta$ Pictoris b Hill sphere transit campaign. Paper II: Searching for the signatures of the $\beta$ Pictoris exoplanets through time delay analysis of the $\delta$ Scuti pulsations,"Zieba, S",2024arXiv240604870Z,arXiv e-prints,0
45,2024,2024-06-01 00:00:00+00:00,The Fundamental Parameters and Evolutionary Status of V454 Aurigae,"Yucel, G",2024PARep...2...18Y,Physics and Astronomy Reports,1
46,2024,2024-06-01 00:00:00+00:00,Amplitude Modulation in a δ Sct star HD 118660,"Sarkar, M",2024BSRSL..93..285S,Bulletin de la Societe Royale des Sciences de Liege,0
47,2024,2024-06-01 00:00:00+00:00,Measuring White Dwarf Variability from Sparsely Sampled Gaia DR3 Multi-epoch Photometry,"Steen, M",2024ApJ...967..166S,The Astrophysical Journal,4
48,2024,2024-06-01 00:00:00+00:00,Rapid multi-band space-based optical timing: revolutionizing accretion physics,"Smith, K",2024FrASS..1101787S,Frontiers in Astronomy and Space Sciences,0
49,2024,2024-06-01 00:00:00+00:00,KIC 4150611: A quadruply eclipsing heptuple star system with a g-mode period-spacing pattern Eclipse modelling of the triple and spectroscopic analysis,"Kemp, A",2024arXiv240604131K,arXiv e-prints,0
50,2024,2024-06-01 00:00:00+00:00,Pulsating hydrogen-deficient white dwarfs and pre-white dwarfs observed with TESS. VI. Asteroseismology of the GW Vir-type central star of the Planetary Nebula NGC 246,"Calcaferro, L",2024A&A...686A.140C,Astronomy and Astrophysics,0
51,2024,2024-06-01 00:00:00+00:00,Photometric Variability of Low Mass Stars and Brown Dwarfs in IC 348 and Taurus Star-Forming Regions,"Ghosh, S",2024BSRSL..93..623G,Bulletin de la Societe Royale des Sciences de Liege,0
52,2024,2024-06-01 00:00:00+00:00,Dynamical mass determination and partial eclipses of the heartbeat star HD 181793,"Uronen, L",2024MNRAS.tmp.1513U,Monthly Notices of the Royal Astronomical Society,0
53,2024,2024-06-01 00:00:00+00:00,Evolution of spin in the intermediate polar CC sculptoris,"Paice, J",2024MNRAS.531L..82P,Monthly Notices of the Royal Astronomical Society,0
54,2024,2024-06-01 00:00:00+00:00,The largest metallicity difference in twin systems: high-precision abundance analysis of the benchmark pair Krios &amp; Kronos,"Miquelarena, P",2024arXiv240606705M,arXiv e-prints,0
55,2024,2024-06-01 00:00:00+00:00,Burst-induced spin variations in the accreting magnetic white dwarf PBC J0801.2-4625,"Irving, Z",2024MNRAS.530.3974I,Monthly Notices of the Royal Astronomical Society,0
56,2024,2024-06-01 00:00:00+00:00,Magnetic activity of radio stars based on TESS and LAMOST surveys,"Wang, Y",2024A&A...686A.164W,Astronomy and Astrophysics,0
57,2024,2024-06-01 00:00:00+00:00,Thirteen New M Dwarf + T Dwarf Pairs Identified with WISE/NEOWISE,"Marocco, F",2024ApJ...967..147M,The Astrophysical Journal,0
58,2024,2024-06-01 00:00:00+00:00,"The true nature of HE0057-5959, the most metal-poor Li-rich star","Mucciarelli, A",2024arXiv240617026M,arXiv e-prints,0
59,2024,2024-06-01 00:00:00+00:00,Discovery of a Proto–White Dwarf with a Massive Unseen Companion,"Adamane Pallathadka, G",2024ApJ...968...42A,The Astrophysical Journal,2
60,2024,2024-06-01 00:00:00+00:00,Seven new triply eclipsing triple star systems,"Rappaport, S",2024A&A...686A..27R,Astronomy and Astrophysics,1
61,2024,2024-06-01 00:00:00+00:00,Asteroseismology of the young open cluster NGC 2516. I. Photometric and spectroscopic observations,"Li, G",2024A&A...686A.142L,Astronomy and Astrophysics,5
62,2024,2024-06-01 00:00:00+00:00,The TESS-Keck Survey. XX. 15 New TESS Planets and a Uniform RV Analysis of All Survey Targets,"Polanski, A",2024ApJS..272...32P,The Astrophysical Journal Supplement Series,0
63,2024,2024-06-01 00:00:00+00:00,Periodic variable A-F spectral type stars in the southern TESS continuous viewing zone,"Skarka, M",2024arXiv240612578S,arXiv e-prints,0
64,2024,2024-06-01 00:00:00+00:00,The TESS-Keck Survey. VII. A Superdense Sub-Neptune Orbiting TOI-1824,"Lange, S",2024AJ....167..282L,The Astronomical Journal,0
65,2024,2024-06-01 00:00:00+00:00,nuance: Efficient Detection of Planets Transiting Active Stars,"Garcia, L",2024AJ....167..284G,The Astronomical Journal,0
66,2024,2024-06-01 00:00:00+00:00,HD 21520 b: a warm sub-Neptune transiting a bright G dwarf,"Nies, M",2024arXiv240609595N,arXiv e-prints,0
67,2024,2024-06-01 00:00:00+00:00,Rotational Variability and Detection of Superflares in a Young Brown Dwarf by TESS,"Kumbhakar, R",2024BSRSL..93..370K,Bulletin de la Societe Royale des Sciences de Liege,0
68,2024,2024-06-01 00:00:00+00:00,An absence of binary companions to Wolf-Rayet stars in the Small Magellanic Cloud: implications for mass loss and black hole masses at low metallicity,"Schootemeijer, A",2024arXiv240601420S,arXiv e-prints,1
69,2024,2024-06-01 00:00:00+00:00,X-Shooting ULLYSES: Massive Stars at low metallicity VIII. Stellar and wind parameters of newly revealed stripped stars in Be binaries,"Ramachandran, V",2024arXiv240617678R,arXiv e-prints,1
70,2024,2024-06-01 00:00:00+00:00,Setting the Stage for the Search for Life with the Habitable Worlds Observatory: Properties of 164 Promising Planet-survey Targets,"Harada, C",2024ApJS..272...30H,The Astrophysical Journal Supplement Series,1
71,2024,2024-06-01 00:00:00+00:00,Closeby Habitable Exoplanet Survey (CHES). I. Astrometric Noise and Planetary Detection Efficiency Due to Stellar Spots and Faculae,"Bao, C",2024AJ....167..286B,The Astronomical Journal,0
72,2024,2024-06-01 00:00:00+00:00,Search for giant planets in M 67 V: A warm Jupiter orbiting the turn-off star S1429,"Thomas, L",2024A&A...686A..19T,Astronomy and Astrophysics,0
73,2024,2024-06-01 00:00:00+00:00,Long-period modulation of the classical T Tauri star CI Tau. Evidence for an eccentric close-in massive planet at 0.17 au,"Manick, R",2024A&A...686A.249M,Astronomy and Astrophysics,1
74,2024,2024-06-01 00:00:00+00:00,Three super-Earths and a possible water world from TESS and ESPRESSO,"Hobson, M",2024arXiv240606278H,arXiv e-prints,0
75,2024,2024-06-01 00:00:00+00:00,TESS Exploration of Targets Investigated for the Nainital-Cape Survey Project,"Dileep, A",2024BSRSL..93..227D,Bulletin de la Societe Royale des Sciences de Liege,0
76,2024,2024-06-01 00:00:00+00:00,Trials and Tribulations in the Reanalysis of KELT-24 b: a Case Study for the Importance of Stellar Modeling,"Giovinazzi, M",2024arXiv240604288G,arXiv e-prints,0
77,2024,2024-06-01 00:00:00+00:00,Gliese 12 b: A Temperate Earth-sized Planet at 12 pc Ideal for Atmospheric Transmission Spectroscopy,"Kuzuhara, M",2024ApJ...967L..21K,The Astrophysical Journal,0
78,2024,2024-05-01 00:00:00+00:00,"Planet Hunters TESS. V. A Planetary System Around a Binary Star, Including a Mini-Neptune in the Habitable Zone","Eisner, N",2024AJ....167..241E,The Astronomical Journal,0
79,2024,2024-05-01 00:00:00+00:00,"Symbiotic stars in X-rays IV: XMM-Newton, Swift and TESS observations","Lima, I",2024arXiv240501508L,arXiv e-prints,0
80,2024,2024-05-01 00:00:00+00:00,"Photometric and Spectroscopic Analysis of V583 Lyrae, an Algol with a g-mode Pulsating Primary and Accretion Disk","Zhang, H",2024AJ....167..215Z,The Astronomical Journal,0
81,2024,2024-05-01 00:00:00+00:00,Giant Outer Transiting Exoplanet Mass (GOT `EM) Survey. V. Two Giant Planets in Kepler-511 but Only One Ran Away,"Chachan, Y",2024arXiv240511017C,arXiv e-prints,0
82,2024,2024-05-01 00:00:00+00:00,Spectroscopic Follow-up on Potential Magnetic Cataclysmic Variables,"Szkody, P",2024AJ....167..186S,The Astronomical Journal,0
83,2024,2024-05-01 00:00:00+00:00,Variability of Blue Supergiants in the LMC with TESS,"Ma, L",2024ApJ...966..196M,The Astrophysical Journal,4
84,2024,2024-05-01 00:00:00+00:00,Eclipse-timing study of new hierarchical triple star candidates in the northern continuous viewing zone of TESS,"Mitnyan, T",2024A&A...685A..43M,Astronomy and Astrophysics,1
85,2024,2024-05-01 00:00:00+00:00,Mining the GALAH Data. I. Study of Five Super Lithium-rich Metal-poor Giants,"Susmitha, A",2024ApJ...966..109S,The Astrophysical Journal,1
86,2024,2024-05-01 00:00:00+00:00,Spectroscopy of Eclipsing Compact Hierarchical Triples I,"Moharana, A",2024arXiv240512136M,arXiv e-prints,0
87,2024,2024-05-01 00:00:00+00:00,Extreme Magnetic Field Modulus Variability of the Bp star HD 57372,"Hubrig, S",2024arXiv240511594H,arXiv e-prints,0
88,2024,2024-05-01 00:00:00+00:00,The Epoch of Giant Planet Migration Planet Search Program. II. A Young Hot Jupiter Candidate around the AB Dor Member HS Psc,"Tran, Q",2024AJ....167..193T,The Astronomical Journal,0
89,2024,2024-05-01 00:00:00+00:00,A simple method to measure ν<SUB>max</SUB> for asteroseismology: application to 16 000 oscillating Kepler red giants,"Sreenivas, K",2024MNRAS.530.3477S,Monthly Notices of the Royal Astronomical Society,4
90,2024,2024-05-01 00:00:00+00:00,Asteroseismological Analysis of the Non-Blazhko RRab Star EPIC 248846335 in the LAMOST–Kepler/K2 Project,"Zong, P",2024AJ....167..227Z,The Astronomical Journal,0
91,2024,2024-05-01 00:00:00+00:00,Planet Hunters NGTS: New Planet Candidates from a Citizen Science Search of the Next Generation Transit Survey Public Data,"O'Brien, S",2024AJ....167..238O,The Astronomical Journal,1
92,2024,2024-05-01 00:00:00+00:00,The Mass Dependence of Hα Emission and Stellar Spindown for Fully Convective M Dwarfs,"Pass, E",2024ApJ...966..231P,The Astrophysical Journal,0
93,2024,2024-05-01 00:00:00+00:00,Detection of an Earth-sized exoplanet orbiting the nearby ultracool dwarf star SPECULOOS-3,"Gillon, M",2024NatAs.tmp...96G,Nature Astronomy,0
94,2024,2024-05-01 00:00:00+00:00,DIAmante TESS AutoRegressive Planet Search (DTARPS). II. Hundreds of New TESS Candidate Exoplanets,"Melton, E",2024AJ....167..203M,The Astronomical Journal,4
95,2024,2024-05-01 00:00:00+00:00,"The EBLM Project XII. An eccentric, long-period eclipsing binary with a companion near the hydrogen-burning limit","Davis, Y",2024MNRAS.530.2565D,Monthly Notices of the Royal Astronomical Society,1
96,2024,2024-05-01 00:00:00+00:00,A Perfect Tidal Storm: HD 104067 Planetary Architecture Creating an Incandescent World,"Kane, S",2024AJ....167..239K,The Astronomical Journal,0
97,2024,2024-05-01 00:00:00+00:00,The Gasing Pangkah Collaboration. I. Asteroseismic Identification and Characterization of a Rapidly Rotating Engulfment Candidate,"Ong, J",2024ApJ...966...42O,The Astrophysical Journal,1
98,2024,2024-05-01 00:00:00+00:00,Looking for timing variations in the transits of 16 exoplanets,"Yalcinkaya, S",2024MNRAS.530.2475Y,Monthly Notices of the Royal Astronomical Society,0
99,2024,2024-05-01 00:00:00+00:00,DIAmante TESS AutoRegressive Planet Search (DTARPS). I. Analysis of 0.9 Million Light Curves,"Melton, E",2024AJ....167..202M,The Astronomical Journal,4
100,2024,2024-05-01 00:00:00+00:00,"Star-spot activity, orbital obliquity, transmission spectrum, physical properties, and transit time variations of the HATS-2 planetary system","Biagiotti, F",2024A&A...685A.131B,Astronomy and Astrophysics,0
101,2024,2024-05-01 00:00:00+00:00,A New Asteroseismic $\textit{Kepler}$ Benchmark Constrains the Onset of Weakened Magnetic Braking in Mature Sun-Like Stars,"Bhalotia, V",2024arXiv240512362B,arXiv e-prints,0
102,2024,2024-05-01 00:00:00+00:00,Detection of an Atmospheric Outflow from the Young Hot Saturn TOI-1268b,"Perez-Gonzalez, J",2024AJ....167..214P,The Astronomical Journal,4
103,2024,2024-05-01 00:00:00+00:00,The TESS-Keck Survey. XVIII. A Sub-Neptune and Spurious Long-period Signal in the TOI-1751 System,"Desai, A",2024AJ....167..194D,The Astronomical Journal,2
104,2024,2024-05-01 00:00:00+00:00,The Solar Neighborhood LI: A Variability Survey of Nearby M Dwarfs with Planets from Months to Decades with TESS and the CTIO/SMARTS 0.9 m Telescope,"Kar, A",2024AJ....167..196K,The Astronomical Journal,0
105,2024,2024-05-01 00:00:00+00:00,Methods for the Detection of Stellar Rotation Periods in Individual TESS Sectors and Results from the Prime Mission,"Colman, I",2024AJ....167..189C,The Astronomical Journal,0
106,2024,2024-05-01 00:00:00+00:00,The Near-infrared Ca II Triplet as a Stellar Activity Indicator: A Library and Comparative Study,"Huang, X",2024ApJS..272....6H,The Astrophysical Journal Supplement Series,2
107,2024,2024-05-01 00:00:00+00:00,Lessons from the apparent peculiar nature of the star TYC 6544-3483-1,"Marti, J",2024AN....34530128M,Astronomische Nachrichten,0
108,2024,2024-05-01 00:00:00+00:00,Discovery of two warm mini-Neptunes with contrasting densities orbiting the young K3V star TOI-815,"Psaridi, A",2024A&A...685A...5P,Astronomy and Astrophysics,2
109,2024,2024-05-01 00:00:00+00:00,Orbital Period Variation Analysis of the HS 0705+6700 Post-Common Envelope Binary,"Er, H",2024arXiv240513616E,arXiv e-prints,0
110,2024,2024-05-01 00:00:00+00:00,M-Dwarf Flare Candidates Simultaneously Observed by K2 and TESS,"Caudill, D",2024RNAAS...8..139C,Research Notes of the American Astronomical Society,0
111,2024,2024-05-01 00:00:00+00:00,Observations of scattered light from exoplanet atmospheres,"Morris, B",2024A&A...685A.104M,Astronomy and Astrophysics,0
112,2024,2024-05-01 00:00:00+00:00,SAGE: A tool for constraining the impacts of stellar activity on transmission spectroscopy,"Chakraborty, H",2024A&A...685A.173C,Astronomy and Astrophysics,2
113,2024,2024-05-01 00:00:00+00:00,Improving Harmonic Analysis using Multitapering: Precise frequency estimation of stellar oscillations using the harmonic F-test,"Patil, A",2024arXiv240518509P,arXiv e-prints,0
114,2024,2024-05-01 00:00:00+00:00,A Search for Temporal Atmospheric Variability of Kepler Hot Jupiters,"Li, C",2024AJ....167..245L,The Astronomical Journal,0
115,2024,2024-05-01 00:00:00+00:00,A Comparative Study of TESS Light-curve Extraction Methods Applied to Blazars,"Poore, E",2024ApJ...966..158P,The Astrophysical Journal,1
116,2024,2024-05-01 00:00:00+00:00,Investigating stellar wind dynamics of WR135: A pulsating WC8-type star,"Kar, S",2024arXiv240512613K,arXiv e-prints,0
117,2024,2024-05-01 00:00:00+00:00,The tidal deformation and atmosphere of WASP-12 b from its phase curve★,"Akinsanmi, B",2024A&A...685A..63A,Astronomy and Astrophysics,1
118,2024,2024-05-01 00:00:00+00:00,Haro 5-2: A New Pre-Main Sequence Quadruple Stellar System,"Reipurth, B",2024arXiv240509867R,arXiv e-prints,0
119,2024,2024-05-01 00:00:00+00:00,The K2 Asteroseismic KEYSTONE sample of Dwarf and Subgiant Solar-Like Oscillators. I: Data and Asteroseismic parameters,"Lund, M",2024arXiv240515919L,arXiv e-prints,0
120,2024,2024-05-01 00:00:00+00:00,TOI-663: A newly discovered multi-planet system with three transiting mini-Neptunes orbiting an early M star,"Cointepas, M",2024A&A...685A..19C,Astronomy and Astrophysics,0
121,2024,2024-05-01 00:00:00+00:00,Ultraviolet and Chromospheric Activity and Habitability of M Stars,"Li, X",2024ApJ...966...69L,The Astrophysical Journal,1
122,2024,2024-05-01 00:00:00+00:00,Identification of the Top TESS Objects of Interest for Atmospheric Characterization of Transiting Exoplanets with JWST,"Hord, B",2024AJ....167..233H,The Astronomical Journal,7
123,2024,2024-04-01 00:00:00+00:00,Revisiting the warm sub-Saturn TOI-1710b. The impact of stellar activity on the mass measurement,"Orell-Miquel, J",2024A&A...684A..96O,Astronomy and Astrophysics,0
124,2024,2024-04-01 00:00:00+00:00,Flare Hunting in Hot Subdwarf and White Dwarf Stars from Cycles 1–5 of TESS Photometry,"Xing, K",2024ApJS..271...57X,The Astrophysical Journal Supplement Series,0
125,2024,2024-04-01 00:00:00+00:00,"The contact binary system TYC 7275-1968-1 as seen by optical, UV and X-ray observations","Lima, I",2024NewA..10702145L,New Astronomy,0
126,2024,2024-04-01 00:00:00+00:00,Signs of magnetic star-planet interactions in HD 118203. TESS detects stellar variability that matches the orbital period of a close-in eccentric Jupiter-sized companion,"Castro-Gonzalez, A",2024A&A...684A.160C,Astronomy and Astrophysics,0
127,2024,2024-04-01 00:00:00+00:00,"TESS Photometry of AM Her and AR UMa: Binary Parameters, Cyclotron Emission Modeling, and Mass Transfer Duty Cycles","Mason, P",2024ApJ...965...96M,The Astrophysical Journal,0
128,2024,2024-04-01 00:00:00+00:00,Rediscussion of eclipsing binaries. Paper XVIII. The F-type system OO Pegasi,"Southworth, J",2024arXiv240401092S,arXiv e-prints,0
129,2024,2024-04-01 00:00:00+00:00,A born ultramassive white dwarf-hot subdwarf super-Chandrasekhar candidate,"Luo, C",2024arXiv240404835L,arXiv e-prints,1
130,2024,2024-04-01 00:00:00+00:00,Discovery of four new EL CVn-type binaries in the Gaia eclipsing binaries,"Peng, Y",2024NewA..10702153P,New Astronomy,0
131,2024,2024-04-01 00:00:00+00:00,CARMENES input catalog of M dwarfs. VII. New rotation periods for the survey stars and their correlations with stellar activity,"Shan, Y",2024A&A...684A...9S,Astronomy and Astrophysics,1
132,2024,2024-04-01 00:00:00+00:00,Search and characterization of third-body candidates around short-period binaries using Kepler and TESS data,"Inacio, J",2024MNRAS.529.2967I,Monthly Notices of the Royal Astronomical Society,0
133,2024,2024-04-01 00:00:00+00:00,A Large and Variable Leading Tail of Helium in a Hot Saturn Undergoing Runaway Inflation,"Gully-Santiago, M",2024AJ....167..142G,The Astronomical Journal,10
134,2024,2024-04-01 00:00:00+00:00,TOI-1199 b and TOI-1273 b: Two new transiting hot Saturns detected and characterized with SOPHIE and TESS,"Serrano Bell, J",2024A&A...684A...6S,Astronomy and Astrophysics,0
135,2024,2024-04-01 00:00:00+00:00,TESS Observations of Outbursts on Polars—Superflares,"Wang, Q",2024ApJ...965..181W,The Astrophysical Journal,0
136,2024,2024-04-01 00:00:00+00:00,The TESS–Keck Survey. XIX. A Warm Transiting Sub-Saturn-mass Planet and a Nontransiting Saturn-mass Planet Orbiting a Solar Analog,"Hill, M",2024AJ....167..151H,The Astronomical Journal,0
137,2024,2024-04-01 00:00:00+00:00,Rediscussion of eclipsing binaries. Paper XIX. The long-period solar-type system V454 Aurigae,"Southworth, J",2024arXiv240419443S,arXiv e-prints,0
138,2024,2024-04-01 00:00:00+00:00,Rapid Optical Flare in the Extreme TeV Blazar 1ES 0229+200 on Intraday Timescale with TESS,"Kishore, S",2024arXiv240413638K,arXiv e-prints,0
139,2024,2024-04-01 00:00:00+00:00,"Atmospheric Mass Loss from TOI-1259 A b, a Gas Giant Planet With a White Dwarf Companion","Saidel, M",2024arXiv240408736S,arXiv e-prints,1
140,2024,2024-04-01 00:00:00+00:00,The GAPS Programme at TNG. LIII. New insights on the peculiar XO-2 system,"Ruggieri, A",2024A&A...684A.116R,Astronomy and Astrophysics,0
141,2024,2024-04-01 00:00:00+00:00,Doomed Worlds I: No new evidence for orbital decay in a long-term survey of 43 ultra-hot Jupiters,"Adams, E",2024arXiv240407339A,arXiv e-prints,2
142,2024,2024-04-01 00:00:00+00:00,Deep Learning and LLM-based Methods Applied to Stellar Lightcurve Classification,"Li, Y",2024arXiv240410757L,arXiv e-prints,1
143,2024,2024-04-01 00:00:00+00:00,The TESS-Keck Survey. XII. A Dense 1.8 R <SUB>⊕</SUB> Ultra-short-period Planet Possibly Clinging to a High-mean-molecular-weight Atmosphere after the First Gigayear,"Rubenzahl, R",2024AJ....167..153R,The Astronomical Journal,4
